Category,Restaurant Address,Restaurant Name,Restaurant Price Range,Restaurant Latitude,Restaurant Longitude,Review Rate
Indian,"828 Bay Street
Toronto, ON M5S 1Z7",Bombay Street Food,$11-30,43.661838,-79.386288,0.8
Indian,"4810 Sheppard Avenue E
Unit 220
Scarborough, ON M1S 4N6",Spicy Garden,Under $10,43.791874,-79.250654,0.5
Indian,"1456 Dundas Street E
Mississauga, ON L4X 1L4",Apni Havelly Restaurant & Banquet Hall,$11-30,43.610212,-79.58142,4.9
Indian,"80 Ellesmere Road
Unit 11
Scarborough, ON M1R 4C2",China Cottage,$11-30,43.759403,-79.310733,1.3
Indian,"2619 Eglinton Ave E
Scarborough, ON M1K 2S2",Abbirami Catering,NA,43.735787,-79.252403,4.5
Indian,"2683 Lawrence Ave E
Scarborough, ON M1P 2S2",Pak Centre Halal Restaurant,$11-30,43.751689,-79.26148,0.2
Indian,"1150 Albion Rd
Etobicoke, ON M9V 1A8",Dosa Darbar,Under $10,43.73769,-79.567622,4.2
Indian,Al Premium Food Mart,Angaara,Under $10,43.730458,-79.28563,3
Indian,"1920 Ellesmere Road
Scarborough, ON M1H 2V6",Federick,$11-30,43.774865,-79.24099,4.5
Indian,"682 Kennedy Road
Unit 1
Scarborough, ON M1K 2B5",Hakka No 1 Restaurant,Under $10,43.727326,-79.265896,2.2
Indian,"3901 Highway 7
Vaughan, ON L4L 8L5",Vedic Spice,NA,43.787463,-79.554337,3.1
Indian,"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,3.2
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,0.8
Indian,"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,3.9
Indian,"300 Borough Drive
Scarborough, ON M1P 4P5",Tandori,NA,43.775034,-79.254059,1.6
Indian,"430 Dawes Road
East York, ON M4B 2E8",Rising Star West Indian Restaurant,NA,43.701892,-79.297149,0.2
Indian,"1822 Jane Street
York, ON M9N 2T3",New Taste of the West Indian Restaurant,NA,43.707321,-79.505291,1.8
Indian,"1079 Midland Ave
Scarborough, ON M1K 4H2",Nagina Karahi,NA,43.742371,-79.26141,1.1
Indian,"4555 Highway 7 W
Unit B1
Woodbridge, ON L4L",Fusion6 Asian Cuisine,NA,43.783787,-79.574742,2.9
Indian,"137 Montezuma Trail
Scarborough, ON M1V 1J4",Fabfood Takeout and Catering,Under $10,43.810547,-79.280412,1.1
Indian,"5743 Finch Avenue E
Scarborough, ON M1B 2G5",Rajin’s West Indian Take Out,NA,43.814491,-79.236049,0.5
Indian,"8655 Weston Rd
Woodbridge, ON L4L 9P1",Ambrosia the Essence of India,NA,43.812856,-79.552966,4.2
Indian,"133 Manville Road
Scarborough, ON M1L 4J7",Roti Galore,Under $10,43.727294,-79.282773,1.2
Indian,"8575 Keele Street
Concord, ON L4K 3P4",Roti Express,NA,43.820017,-79.503547,2.7
Indian,"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,1.9
Indian,"115 York Boulevard
Richmond Hill, ON L4B 3B4",Bhai’s Indian Canteen,$11-30,43.847089,-79.378247,0.9
Indian,"3230 Av Eglinton E
Scarborough, ON M1J 2H6",Time West Indian Restaurant,NA,43.743569,-79.217326,3.8
Indian,"1600 Brimley Road
Scarborough, ON M1P 3H1",Canbe Foods,NA,43.772391,-79.26261,2.5
Indian,"880 Ellesmere Road
Scarborough, ON M1P 2W6",Rich Indian Flavour,NA,43.766001,-79.282023,3.7
Indian,"2471 Finch Avenue W
North York, ON M9M 2G1",Tandoor Palace Restaurant & Sweet House,NA,43.749736,-79.553269,2.4
Indian,"292 Markham Rd
Scarborough, ON M1J 3G1",Aachi’s Fine Foods,NA,43.74563,-79.220524,2.8
Indian,"585 Middlefield Rd
Unit 19
Scarborough, ON M1V 4Y5",Catering King,NA,43.811086,-79.257771,2.1
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,$11-30,43.708396,-79.453323,2.4
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,0.3
Italian,"101 Portland Street
Toronto, ON M5V 2N3",Gusto 101,$11-30,43.645002,-79.400309,1.5
Italian,"1351 St Clair Avenue W
Toronto, ON M6E 1C5",Agio,$11-30,43.676092,-79.450731,3.8
Italian,"354 Queen Street W
Toronto, ON M5V 2A5",Stelvio,$11-30,43.649212,-79.395485,3.9
Italian,"68 Sudbury Street
Toronto, ON M6J 3S7",Levetto,$11-30,43.641743,-79.422051,4.1
Italian,"1262 Don Mills Road
Toronto, ON M3B 2W7",Baretto Caffe,Under $10,43.744768,-79.346527,2.5
Italian,"604 King Street W
Toronto, ON M5V 1M6",Buca,$31-60,43.644512,-79.400362,3.1
Italian,"73 King Street E
Toronto, ON M5C 3J6",Carisma,$31-60,43.649582,-79.375351,3
Italian,"591 College Street
Toronto, ON M6G 1B2",Trattoria Taverniti,$11-30,43.655147,-79.413513,3.9
Italian,"2029 Yonge St
Toronto, ON M4S 2A2",Balsamico Ristorante,$11-30,43.701546,-79.397012,0.7
Italian,"75 Yorkville Avenue
Toronto, ON M5R 1B8",Trattoria Nervosa,$11-30,43.67102,-79.391085,0.3
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,4.2
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,$31-60,43.731489,-79.403703,2.7
Italian,"640 College Street
Toronto, ON M5V 2E8",Marinellas Italian Restaurant,$31-60,43.655076,-79.415464,2.5
Italian,"1923c Avenue Road
Toronto, ON M5M 4A2",Modo Mio Italian Bistro,$11-30,43.733655,-79.419277,4.1
Italian,"120 Avenue Road
Toronto, ON M5R 2H4",Sotto Sotto Restaurant,$31-60,43.673732,-79.396524,0.4
Italian,"2885 Dundas Street W
Toronto, ON M6P 1Y9",Nodo,$11-30,43.665338,-79.465662,1.2
Italian,"2405A Yonge Street
Toronto, ON M4P 2E7",La Vecchia Ristorante,$11-30,43.710071,-79.398793,4.9
Italian,"260 King Street E
Toronto, ON M5R 4L5",Mangia & Bevi,$11-30,43.652224,-79.366307,2.9
Italian,"382 Spadina Avenue
Main Floor
Toronto, ON M5T 2G5",Levetto,$11-30,43.655289,-79.399303,0.8
Italian,"122 Geary Avenue
Toronto, ON M6H 4H1",Famiglia Baldassarre,NA,43.670453,-79.434979,2.9
Italian,"57A Adelaide Street E
Toronto, ON M5C 1K6",Terroni,$11-30,43.651006,-79.375538,0.4
Italian,"134 Avenue Road
Toronto, ON M5R 2H6",L’Unita,$31-60,43.674374,-79.396707,3.5
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,$11-30,43.708396,-79.453323,3.3
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,2.5
Italian,"666b The Queensway
Toronto, ON M8Y 1K7",Anima Trattoria and Wine Bar,NA,43.627432,-79.498419,0.6
Italian,"36A Prince Arthur Avenue
Toronto, ON M5R 1A9",Fieramosca,$31-60,43.669499,-79.397444,4.1
Italian,"1288 Dundas St W
Toronto, ON M6J 1X7",Enoteca Sociale,$31-60,43.649692,-79.425713,3.1
Italian,"147 Spadina Avenue
Toronto, ON M5V 2L7",Fusaro’s Kitchen,$11-30,43.648068,-79.395629,3.1
Italian,"2373 Yonge Street
Toronto, ON M4P 2C8",Grazie Ristorante,$11-30,43.709392,-79.398862,1.4
Italian,"38 Wellington Street E
Toronto, ON M5E 1C7",Uncle Tony’s,$11-30,43.648368,-79.375031,0.6
Italian,"832 Dundas Street W
Toronto, ON M6J 1V3",Campagnolo,$31-60,43.651712,-79.409499,2.5
Italian,"120 Bremner Boulevard
Toronto, ON M5J 3A6",Taverna Mercatto,$11-30,43.642672,-79.38276,4.4
Italian,"892 Queen Street E
Toronto, ON M4M 1J3",Frankie’s,NA,43.655169,-79.347313,2
Italian,"633 Mount Pleasant Road
Toronto, ON M4S 2M9",Positano Restaurant,$11-30,43.704703,-79.388532,1.7
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,1.3
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,$11-30,43.708396,-79.453323,2.6
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,1.2
Italian,"9 Clarence Square
Toronto, ON M5V 1H1",Corvo,Above $61,43.644696,-79.393871,4.7
Italian,"37 Elm Street
Toronto, ON M5G 1H1",Donatello Restaurant,$31-60,43.657425,-79.383474,4.2
Italian,"488 Cosburn Avenue
Toronto, ON M4J 2N5",Paul’s Spaghetti,$11-30,43.69306,-79.333599,3.5
Italian,"3186 Yonge Street
Toronto, ON M4N 2L1",Parmigiano Trattoria,$11-30,43.727844,-79.403104,3.4
Italian,"740 King Street W
Toronto, ON M5V 1N3",Rosina,NA,43.643642,-79.404694,1.9
Italian,"1279 Bloor Street W
Toronto, ON M6H 3Y2",Sugo,$11-30,43.65836,-79.442249,0.9
Italian,"372 Harbord Street
Toronto, ON M6G",Terrazza,$11-30,43.659051,-79.422309,0.3
Italian,"294 Richmond Street E
Toronto, ON M5A 4S7",Fusaro’s,$11-30,43.653381,-79.369119,0
Italian,"1366 Yonge Street
Toronto, ON M4T 3A7",Capocaccia Trattoria,$11-30,43.685878,-79.393189,3.7
Italian,"382 Yonge Street
Unit #7
Toronto, ON M5B 1S8",SCADDABUSH Italian Kitchen & Bar,$11-30,43.659279,-79.382469,0.2
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,3.6
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,3.8
Italian,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,3.2
Italian,"1406 Yonge St
Toronto, ON M4T 1Y5",Nove Trattoria,$11-30,43.686734,-79.393788,1.3
Italian,"1975a Queen Street E
Toronto, ON M4L 1J1",La Sala Restaurant,$31-60,43.669745,-79.300607,0.1
Italian,"75 Portland Street
Toronto, ON M5V",Bar Buca,$11-30,43.643923,-79.39984,4.9
Italian,"516 Eglinton Avenue W
Toronto, ON M5N 1A5",7 Numbers Restaurant,$11-30,43.703522,-79.413709,4
Italian,"1185 King Street W
Toronto, ON M6K 3C5",Caffino Ristorante,$11-30,43.639199,-79.425608,3.7
Italian,"1552 Avenue Road
Toronto, ON M5M 3X5",12 Tables,NA,43.723372,-79.416278,3.4
Italian,"940 College Street
Toronto, ON M6H 1A5",Levetto,$11-30,43.653681,-79.42659,0.7
Italian,"53 Scollard Street
Toronto, ON M5R 0A1",Buca Yorkville,$31-60,43.672142,-79.389392,1.7
Italian,"964 Bathurst Street
Toronto, ON M5R 3G5",Napoli Centrale,$11-30,43.669518,-79.412975,4.8
Italian,NA,Ascari Enoteca,NA,NA,NA,0.8
Italian,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,$11-30,43.655118,-79.486959,3.1
Italian,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,0.7
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,1.1
Italian,"144-171 East Liberty Street
Unit 144
Toronto, ON M6K 3P6",Locus144,$11-30,43.638214,-79.417878,3.3
Italian,"6 Scollard Street
Toronto, ON M5R 1E9",Caffe Di Portici,$11-30,43.672624,-79.388544,2.2
Italian,"720 Queen Street W
Toronto, ON M6J 1E8",Terroni,$11-30,43.646306,-79.409167,2.6
Italian,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,$11-30,43.655118,-79.486959,4.1
Italian,"1617 Dupont Street
Toronto, ON M6P 3S8",Mattachioni,$11-30,43.664876,-79.454973,1
Italian,"220 Yonge Street
Eaton Center
Toronto, ON M5B 2H1",Trattoria Mercatto,$11-30,43.653559,-79.380405,2.9
Italian,"849 Dundas Street W
Toronto, ON M6J 1V6",La Palma,$31-60,43.651424,-79.410351,2.7
Italian,"619 Mount Pleasant Road
Toronto, ON M4S 2M5",Tavolino,$11-30,43.704229,-79.38823,1.1
Italian,"140 Cumberland St
Toronto, ON M5R 1A8",Dimmi Bar & Trattoria,$11-30,43.670094,-79.39271,3.2
Italian,"585 College Street
Toronto, ON M6G 1B2",Il Covo,$31-60,43.655166,-79.413312,2.3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,0.4
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,$11-30,43.708396,-79.453323,4.2
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,3.7
Italian,"200 Front Street W
Toronto, ON M5V 3K2",Scaddabush,$11-30,43.644991,-79.385865,4.7
Italian,"782 College Street
Toronto, ON M6G 1C6",Regina Pizzeria & Trattoria,$11-30,43.654881,-79.420858,2.6
Italian,"1646 Queen St E
Toronto, ON M4L 1G3",Casa Di Giorgios,$11-30,43.66684,-79.315218,3.6
Italian,"221 Ossington Avenue
Toronto, ON M6J 2Z8",Pizzeria Libretto,$11-30,43.649002,-79.420343,4.4
Italian,"875 Queen Street W
Toronto, ON M6J 1G5",Noce Restaurant,$31-60,43.645561,-79.411352,1.1
Italian,"1419 Bloor St W
Toronto, ON M6P 3L4",Nonna’s Place,Under $10,43.657201,-79.44777,1.7
Italian,"1555 O'Connor Drive
Toronto, ON M4B 2V5",La Famiglia,$11-30,43.71493,-79.3051,1.6
Italian,"794 Saint Clair Avenue W
Toronto, ON M6C 1B6",Nodo Restaurant,$11-30,43.681011,-79.429799,0
Italian,"804 Danforth Avenue
Toronto, ON M4J 1L2",Revere,NA,43.679796,-79.341509,1.7
Italian,"17A Yorkville Avenue
Toronto, ON M4W 1L1",Blu Ristorante,$31-60,43.671614,-79.38847,1.6
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,2.7
Italian,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,1.3
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,$11-30,43.708396,-79.453323,4.4
Italian,"1163 Saint Clair Avenue W
Toronto, ON M6E 1B2",Marcello’s pizzeria,$11-30,43.677895,-79.442569,2.4
Italian,"188 Augusta Avenue
Toronto, ON M5T 1M1",Pizzeria Via Mercanti,$11-30,43.654105,-79.401962,1.8
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,3.1
Italian,"625 Queen Street E
Toronto, ON M4M 1G7",Il Ponte Cucina Italiana,$31-60,43.657894,-79.352922,3.2
Italian,"3317 Bloor Street W
Toronto, ON M8X 1G7",Campo de Fiori Restaurant,$11-30,43.645242,-79.520396,0.7
Italian,"1220 Queen Street E
Toronto, ON M4M 1L7",Gio Rana’s Really Really Nice Restaurant,$31-60,43.663335,-79.330419,0.4
Italian,"577 King Street W
Toronto, ON M5V 1M1",Masseria,$11-30,43.64442,-79.399743,3.5
Italian,"121 Richmond Street W
Toronto, ON M5H 2K1",Little Anthony’s,$11-30,43.650316,-79.384247,3.8
Italian,"17 Hayden Street
Toronto, ON M4Y 2P2",Focaccia Restaurant,$11-30,43.669496,-79.385862,0.8
Italian,"1095 Yonge Street
Toronto, ON M4W 2L8",Terroni,$31-60,43.680011,-79.390519,3.5
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,4.5
Italian,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,4.2
Italian,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,$11-30,43.655118,-79.486959,4.8
Italian,"850 King Street W
Toronto, ON M5V 1P1",Morso Me,$11-30,43.642893,-79.40846,4.2
Italian,"270 Bloor Street W
Toronto, ON M5S 1V8",Bar Mercurio,$31-60,43.667482,-79.400646,0.1
Italian,"3010 Dundas St W
Toronto, ON M6P 1Z3",Vesuvio Pizzeria & Spaghetti House,$11-30,43.665587,-79.469824,2.8
Italian,"1566 Bloor Street W
Toronto, ON M6P 1A4",850 Degrees Pizzeria,$11-30,43.656177,-79.453739,1.4
Italian,"673 Spadina Avenue
Toronto, ON M5S 2H9",Daddyo’s Pasta & Salads,$11-30,43.664602,-79.402384,4.3
Italian,"1959 Avenue Road
Toronto, ON M5M 2M5",Francobollo,Above $61,43.734429,-79.419558,0.5
Italian,"133 Yorkville Avenue
Toronto, ON M5R 1C4",Cibo Wine Bar,$31-60,43.670462,-79.39357,2.9
Italian,"364 Adelaide Street W
Toronto, ON M5V 1R7",Tutti Matti Restaurant,$31-60,43.647398,-79.393927,4.4
Italian,"106 Victoria St
Toronto, ON M5C 2B4",La Bettola di Terroni,$11-30,43.6522,-79.378155,3
Italian,"88 Harbord Street
Toronto, ON M5S 1G5",Piano Piano,$31-60,43.663167,-79.402978,0.5
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,0.4
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,$11-30,43.708396,-79.453323,0.5
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,1.9
Italian,"1012 Queen Street E
Toronto, ON M4M 1K1",Baldini Restaurant,$11-30,43.661393,-79.339038,4.9
Italian,"243 King Street E
Toronto, ON M5A 1J9",Ardo Restaurant,$31-60,43.651142,-79.36847,3.1
Italian,"545 King Street W
Toronto, ON M5V 1M1",Pizzeria Libretto,$11-30,43.644503,-79.398811,3.2
Italian,"579 Mount Pleasant Road
Toronto, ON M4S 2M5",Florentia,$11-30,43.70356,-79.387976,1.9
Italian,"295 Adelaide St W
Toronto, ON M5V 1P7",Figo,$31-60,43.647663,-79.390419,3.7
Italian,"132 Yonge Street
Toronto, ON M5C 1X3",Sud Forno,$11-30,43.650916,-79.378785,3.6
Italian,"2150 Yonge Street
Toronto, ON M4S 2A8",Zucca Trattoria,$31-60,43.703715,-79.398016,3.7
Italian,"2312 Lakeshore Boulevard W
Toronto, ON M8V 1B5",Pizzeria Oro di Napoli,$11-30,43.617665,-79.487153,3.3
Italian,"613 College Street
Toronto, ON M6G",La Forchetta,$31-60,43.654906,-79.414561,1.5
Italian,"595 Bay St.
Toronto, ON M5G 1M6",Mustachio Italian Eatery,Under $10,43.656184,-79.383094,2.1
Italian,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,3.6
Italian,"625 Queen Street E
Toronto, ON M4M 1G7",Il Ponte Cucina Italiana,$31-60,43.657894,-79.352922,3.2
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,$31-60,43.731489,-79.403703,1.3
Italian,"181 Wellington Street West
Toronto, ON M5V 3G7",Toca,Above $61,43.645431,-79.387059,2.3
Italian,"1 Old Mill Drive
Toronto, ON M6S 0A1",Goodfellas,$11-30,43.648243,-79.486623,0.1
Italian,"2263 Bloor St W
Toronto, ON M6S 1N8",Queen’s Pasta Cafe,$11-30,43.650588,-79.477914,0.8
Italian,"2763 Dundas Street W
Toronto, ON M6P 1Y3",Sorella Toronto,Under $10,43.665144,-79.461494,3.9
Italian,"1485 Dupont Street
Toronto, ON M6P 3S2",Defina Wood Fired,NA,43.665823,-79.450227,1.2
Italian,"550 Danforth Avenue
Toronto, ON M4K 1P7",Pizzeria Libretto Danforth,$11-30,43.678554,-79.347584,2
Italian,"3003 Lake Shore Boulevard W
Toronto, ON M8V 2B3",Cellar Door,$11-30,43.600101,-79.507713,0.5
Italian,"633 King Street W
Toronto, ON M5V 1M5",Oretta,$31-60,43.643918,-79.401629,1.3
Italian,"297 King Street W
Toronto, ON M5V 1J5",Kit Kat Italian Bar & Grill,$11-30,43.646353,-79.390141,2.7
Italian,"155 King St E
Toronto, ON M5C 1G9",Biagio Ristorante,$31-60,43.650185,-79.372256,3.2
Italian,"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,$31-60,43.65516,-79.412779,0.1
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,1.8
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,0.2
Italian,"1108 Street Clair Avenue W
Toronto, ON M6E 1A7",CANO Restaurant,$11-30,43.678686,-79.440601,1.5
Italian,"909 Davenport Road
Toronto, ON M6G 2B7",Annabelle Pasta Bar,$11-30,43.675411,-79.423355,4.4
Italian,"3358 Dundas Street W
Toronto, ON M6P 2A4",Tri Resto Pizzeria,$11-30,43.665664,-79.482035,3
Italian,"716 Queen Street W
Toronto, ON M6J 1E9",Sud Forno,$11-30,43.646303,-79.409004,4.5
Italian,"972 College Street W
Toronto, ON M6H 1A5",Giulietta,NA,43.653501,-79.427609,4.2
Italian,"665 College St
Toronto, ON M6G 1B7",Vivoli,$11-30,43.655086,-79.41668,4.3
Italian,"865 York Mills Road
Toronto, ON M3B 1Y6",Paisano,$11-30,43.754172,-79.349513,4.2
Italian,"4923 Dundas Street West
Toronto, ON M9A 1B6",Via Napoli,NA,43.648485,-79.528663,4.9
Italian,"148 Yorkville Avenue
Toronto, ON M5R 1C2",Il Posto,$31-60,43.67045,-79.394003,1.7
Italian,"3827 Bathurst Street
Toronto, ON M3H 3N1",Paese,$31-60,43.739728,-79.43421,2.3
Italian,"10 Royal Orchard Boulevard
Thornhill, ON L3T 3C3",Santo’s Italian Cuisine,$11-30,43.823753,-79.424477,4.3
Italian,"625 Queen Street E
Toronto, ON M4M 1G7",Il Ponte Cucina Italiana,$31-60,43.657894,-79.352922,1.6
Italian,"37 Prince Arthur Avenue
Toronto, ON M5R 1B2",Opus Restaurant,Above $61,43.66924,-79.397204,0
Italian,"1317 St Clair Avenue West
Toronto, ON M6E 1C2",La Bruschetta Restaurant,$31-60,43.676429,-79.448798,1.8
Italian,"3047 Dundas Street W
Toronto, ON M6P",Bricco Wine Bar,$31-60,43.665481,-79.471,1.2
Italian,"769 Saint Clair Avenue W
Toronto, ON M6C 1B4",Ferro Bar & Cafe,$11-30,43.680935,-79.428621,1.5
Italian,"557 Mount Pleasant Road
Toronto, ON M4S 2M5",Trattotia Gusto,NA,43.703111,-79.387698,0.2
Italian,"800 Bay Street
Unit 101
Toronto, ON M5S 3A9",Tosto Quickfire Pizza Pasta,$11-30,43.661136,-79.386409,0.8
Italian,"12 Amelia Street
Toronto, ON M4X 1E1",F’Amelia,$31-60,43.667463,-79.368594,1.3
Italian,"2555 Victoria Park Avenue
Unit 19
Toronto, ON M1T 1A3",Pizza La Rosa,Under $10,43.772573,-79.321859,1.7
Italian,"1144 Eglinton Avenue W
Toronto, ON M6C 2E2",Via Roma,NA,43.699638,-79.432542,2.2
Italian,"1438A Dufferin Street
Toronto, ON M6H 3L1",Rush Hour,$11-30,43.671171,-79.440322,2.7
Italian,"4740 Dundas Street W
Etobicoke, ON M9A 1A9",Trattoria Leonardo,$11-30,43.652948,-79.525589,4.5
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,2.8
Italian,"1710 Queen Street W
Toronto, ON M6N",Local Kitchen & Winebar,$31-60,43.638988,-79.445128,4.5
Italian,"1151 Davenport Road
Toronto, ON M6H 2G4",Dante’s Inferno Paninoteca,$11-30,43.674561,-79.431663,3.2
Italian,"25 Bellair Street
Toronto, ON M5R 3L3",Vaticano,$31-60,43.670752,-79.390998,0.4
Italian,"89 Roncesvalles Avenue
Toronto, ON M6R 2K6",Lambretta Pizzeria & Wine Bar,$11-30,43.64166,-79.447131,2.6
Italian,"502 Eglinton Avenue W
Toronto, ON M5N 1A5",Ferraro 502,$11-30,43.703793,-79.413291,4.9
Italian,"1060 Eglinton Avenue W
Toronto, ON M6C 2C5",Il Mulino,$31-60,43.700042,-79.430683,0.4
Italian,"31 Trinity Street
Toronto, ON M5A 3C4",Archeo,$11-30,43.65068,-79.359526,3.3
Italian,"265 Davenport Road
Toronto, ON M5R 1J9",Mistura Restaurant,Above $61,43.674295,-79.398225,1
Italian,"240 Annette Street
Toronto, ON M6P 1R1",Annette Food Market,$31-60,43.662543,-79.471128,1.1
Italian,"1967 Avenue Road
Toronto, ON M5M 4A1",Padella,NA,43.734602,-79.419584,2.9
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,4.7
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,2.8
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,$11-30,43.675568,-79.403644,0.6
Italian,"1501 Gerrard Street East
Toronto, ON M4L 2A4",Pizzeria Via Mercanti,$11-30,43.67245,-79.319633,1.1
Italian,"1311 Saint Clair Avenue W
Toronto, ON M6E 1C2",Tre Mari Bakery,Under $10,43.676507,-79.44872,0.8
Italian,"320 Queen Street E
Toronto, ON M5A 1S8",Basso Pizzeria,$11-30,43.655546,-79.365266,1.9
Italian,"788 King Street W
Toronto, ON M5V 1N6",Ovest Cucina e Vineria,$31-60,43.6434,-79.406627,0.3
Italian,"3441 Yonge Street
Toronto, ON M4N 2N1",Piazzetta Trattoria,$11-30,43.733557,-79.404384,0.5
Italian,"232 Wellington Street W
Toronto, ON M5V 3W1",Jz’s Pizza,$11-30,43.645277,-79.389704,4.3
Italian,"307 Danforth Avenue E
Toronto, ON M4K 1N7",7 Numbers Danforth,$11-30,43.676959,-79.353846,4.9
Italian,"1112 Yonge Street
Toronto, ON M4W 2L6",Quanto Basta,$11-30,43.67875,-79.390554,4.6
Italian,"3157 Dufferin Street
Toronto, ON M6A 2S9",Mirra’s Place,$31-60,43.717259,-79.455426,2.5
Italian,"156 Front Street W
Toronto, ON M5J 2L6",Joe Badali’s Ristorante Italiano & Bar,$11-30,43.645282,-79.384304,3.3
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,$31-60,43.702215,-79.397614,4.1
Italian,"4900 DUNDAS STREET WEST
ETOBICOKE, ON M9A 1B5",SORSI E MORSI,$31-60,43.649215,-79.528609,3.1
Italian,"2035 Yonge St
Toronto, ON M4S 2A2",Grano Restaurant,$11-30,43.701724,-79.397015,3.6
